episode,update_id,instance_id,instance_seed,pressure_type,cost_profile,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
0,1,train_fatigue_bottleneck_1000000,1000000,fatigue_bottleneck,balanced_cost,324,324,0,0.0,324,0,0.0,0,0.0,1.9375,2.0,-0.0625,1.9375,2.0,0.0,feasibility,-1687.8999999999992,-1288.0355053365802,-1.815833333333333,1.0000000000000002,1.0,-0.4681285240319629,0.0,0.0,-0.0625,81,157.3,True,False,completed,1.0,1.0,1687.8999999999992,1687.8999999999992,1288.0355053365802,1.8158333333333319,0.4681285240319629,0.7414871226000002,0.6833189059000001,0.75,11,0.09016393442622951,1,1,13,0.0593607305936073,0,110,3,0,1006,100.60000000000001,0,0,0,0.0,0,0.0,0,0,51,0.0,0,{},0.30000000000000004,26,0.9615384615384616,55,26,144,52,47,181,121,60,13,168,0,121,13,47,13,13,0,168,32,29,2,45,11,168,0,0,121,13,47,102,7,1.7745098039215685,0,10,2077,12.649390499980655,7.351201500219759,0.21635430003516376,0.25355680007487535,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
1,1,train_easy_1000001,1000001,easy,balanced_cost,176,176,0,0.0,176,0,0.0,0,0.0,1.9374999999999998,1.9999999999999998,-0.0625,1.9374999999999998,2.0,-2.220446049250313e-16,feasibility,-529.3,-420.3689625370703,-2.4958333333333327,0.9999999999999997,1.0,-0.25133476734760135,0.0,0.0,-0.0625,50,178.0,True,False,completed,1.0,1.0,529.3,529.3,420.3689625370703,2.4958333333333322,0.25133476734760135,0.16450000000000004,0.12246138970000003,0.75,0,0.0,0,0,0,0.0,2,64,0,0,1386,138.6,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,11,1.0,39,11,83,22,21,92,71,21,0,92,0,71,0,21,0,0,0,92,10,10,0,20,0,92,0,0,71,0,21,61,5,1.5081967213114753,0,10,2077,12.649390499980655,7.351201500219759,0.1472564999712631,0.1763501998502761,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
2,1,train_easy_1000002,1000002,easy,balanced_cost,145,145,0,0.0,145,0,0.0,0,0.0,1.9374999999999998,1.9999999999999998,-0.0625,1.9374999999999998,2.0,-2.220446049250313e-16,feasibility,-492.1,-326.5256495010601,-17.8225,0.9999999999999998,1.0,-0.2718126405466204,0.0,0.0,-0.0625,43,172.10000000000002,True,False,completed,1.0,1.0,492.1,492.1,326.5256495010601,17.8225,0.2718126405466204,0.1652,0.12173674891666668,0.75,0,0.0,0,0,0,0.0,2,45,0,0,1443,144.3,0,0,0,0.0,0,0.0,0,0,19,0.0,0,{},0.0,8,1.0,35,8,71,16,15,67,52,15,0,67,0,52,0,15,0,0,0,67,7,7,1,13,0,67,0,0,52,0,15,45,6,1.488888888888889,0,10,2077,12.649390499980655,7.351201500219759,2.7001493999850936,0.15993440040620044,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
3,1,train_balanced_1000003,1000003,balanced,balanced_cost,173,173,0,0.0,173,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-655.9,-338.2565060376999,-11.898055555555558,0.9999999999999997,1.0,-0.2909784847813846,0.0,0.0,-0.0625,57,206.10000000000002,True,False,completed,1.0,1.0,655.9,655.9,338.2565060376999,11.898055555555556,0.2909784847813846,0.19380000000000006,0.16565855390000003,0.75,0,0.0,0,0,0,0.0,2,45,0,0,1745,174.5,0,0,0,0.0,0,0.0,0,0,24,0.0,0,{},0.0,8,0.875,49,8,84,16,16,87,71,16,0,87,0,71,0,16,0,0,0,87,7,8,0,15,0,87,0,0,71,0,16,62,3,1.403225806451613,0,10,2077,12.649390499980655,7.351201500219759,0.1515097999945283,0.14587029942777008,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
4,1,train_balanced_1000004,1000004,balanced,balanced_cost,226,226,0,0.0,226,0,0.0,0,0.0,1.9375,2.0,-0.0625,1.9375,2.0,0.0,feasibility,-836.4999999999999,-571.51312613876,-1.0722222222222235,0.9999999999999999,1.0,-0.31867689992052195,0.0,0.0,-0.0625,64,201.70000000000002,True,False,completed,1.0,1.0,836.4999999999999,836.4999999999999,571.51312613876,1.0722222222222235,0.31867689992052195,0.32080000000000003,0.20156666666666667,0.75,0,0.0,0,0,0,0.0,2,77,0,1,1695,169.5,0,0,0,0.0,0,0.0,0,0,30,0.0,0,{},0.0,14,1.0,50,14,107,28,27,112,85,27,0,112,0,85,0,27,0,0,0,112,13,13,1,25,0,112,0,0,85,0,27,79,4,1.4177215189873418,0,10,2077,12.649390499980655,7.351201500219759,0.15168119996087626,0.15969520050566643,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
5,1,train_easy_1000005,1000005,easy,downtime_dominant,153,153,0,0.0,153,0,0.0,0,0.0,1.9374999999999998,1.9999999999999998,-0.0625,1.9374999999999998,2.0,-2.220446049250313e-16,feasibility,-475.20000000000005,-465.36411154556015,-4.6880555555555565,0.9999999999999998,1.0,-0.25425125159097295,0.0,0.0,-0.0625,45,173.0,True,False,completed,1.0,1.0,475.20000000000005,475.20000000000005,465.36411154556015,4.6880555555555565,0.25425125159097295,0.197,0.16333333333333336,0.75,0,0.0,0,0,0,0.0,2,53,0,0,1477,147.70000000000002,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,9,1.0,36,9,73,18,17,84,67,17,0,84,0,67,0,17,0,0,0,84,9,9,1,17,0,84,0,0,67,0,17,59,5,1.423728813559322,0,10,2077,12.649390499980655,7.351201500219759,0.12025599996559322,0.11256749980384484,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
6,1,train_balanced_1000006,1000006,balanced,fixed_cost_dominant,233,233,0,0.0,233,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-805.0999999999998,-562.2025257521298,-30.87555555555556,1.0000000000000002,1.0,-0.38507973865603806,0.0,0.0,-0.0625,66,204.70000000000002,True,False,completed,1.0,1.0,805.0999999999998,805.0999999999998,562.2025257521298,30.87555555555556,0.38507973865603806,0.24351698189999996,0.20501760585000003,0.75,0,0.0,0,0,0,0.0,2,84,0,2,1595,159.5,0,0,0,0.0,0,0.0,0,0,26,0.0,0,{},0.0,15,1.0,51,15,109,30,28,121,93,28,0,121,0,93,0,28,0,0,0,121,15,15,2,28,0,121,0,0,93,0,28,85,3,1.423529411764706,0,10,2077,12.649390499980655,7.351201500219759,0.16049129999009892,0.15432550001423806,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
7,1,train_balanced_1000007,1000007,balanced,balanced_cost,199,199,0,0.0,199,0,0.0,0,0.0,1.9375,2.0,-0.0625,1.9375,2.0,0.0,feasibility,-644.5,-554.3493616255903,-9.905555555555559,0.9999999999999998,1.0,-0.3147723648306437,0.0,0.0,-0.0625,53,189.3,True,False,completed,1.0,1.0,644.5,644.5,554.3493616255903,9.905555555555559,0.3147723648306437,0.2518,0.1689062671166667,0.75,0,0.0,0,0,0,0.0,1,79,0,0,1519,151.9,0,0,0,0.0,0,0.0,0,0,27,0.0,0,{},0.0,14,1.0,39,14,93,28,25,111,85,26,1,110,0,85,1,25,1,1,0,110,14,14,2,25,0,110,0,0,85,1,25,74,4,1.5,0,10,2077,12.649390499980655,7.351201500219759,0.18567720003193244,0.14598700019996613,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
8,1,train_fatigue_bottleneck_1000008,1000008,fatigue_bottleneck,labor_dominant,281,281,0,0.0,281,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-1579.9999999999998,-923.9746333205597,-23.641388888888898,1.0,1.0,-0.4924522481057964,0.0,0.0,-0.0625,71,190.70000000000002,True,False,completed,1.0,1.0,1579.9999999999998,1579.9999999999998,923.9746333205597,23.6413888888889,0.4924522481057964,0.7495502573000001,0.6715773016333335,0.75,55,0.4330708661417323,14,14,192,0.5318559556786704,0,72,3,2,1270,127.0,0,0,0,0.0,0,0.0,0,0,42,0.0,0,{},20.200000000000003,19,0.8947368421052632,52,19,124,38,48,159,98,61,13,146,0,98,13,48,13,13,0,146,22,46,2,39,37,146,0,0,98,13,48,84,10,1.8928571428571428,0,10,2077,12.649390499980655,7.351201500219759,0.36523490003310144,0.24191609997069463,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
9,1,train_balanced_1000009,1000009,balanced,fixed_cost_dominant,167,167,0,0.0,167,0,0.0,0,0.0,1.9374999999999996,1.9999999999999996,-0.0625,1.9374999999999996,2.0,-4.440892098500626e-16,feasibility,-624.3000000000001,-364.6184769565801,-4.058055555555556,1.0,1.0,-0.2662787535738135,0.0,0.0,-0.0625,50,199.3,True,False,completed,1.0,1.0,624.3000000000001,624.3000000000001,364.6184769565801,4.058055555555556,0.2662787535738135,0.1512,0.13335764725,0.75,0,0.0,0,0,0,0.0,3,60,0,0,1680,168.0,0,0,0,0.0,0,0.0,0,0,23,0.0,0,{},0.0,10,1.0,40,10,79,20,18,80,62,18,0,80,0,62,0,18,0,0,0,80,8,8,0,16,0,80,0,0,62,0,18,57,4,1.4035087719298245,0,10,2077,12.649390499980655,7.351201500219759,0.08217140001943335,0.15977160027250648,27.712519699998666,parallel_episode_batch,feasibility_best,-4.921602367451697e-05,0.017578463309980703,0.5117693435062062,0.0036223222797905855,0.003454579747719408,0.04294834116643125,1.0002974533673488,0.5406511871877945,0.4090909090909091,2.4727494716644287,0.1120266318321228,0.2353038787841797,0.1907845437526703,0.2135828286409378,-0.07875789701938629,0.04323640838265419,0.1761000156402588,0.0001,-0.30021026730537415,-0.30051615834236145,-0.20029079914093018,-0.20035749673843384,-0.2003760039806366,0.300483375787735,-0.29996082186698914,-0.30023816227912903,-0.19972802698612213,-0.19985456764698029,-0.20025990903377533,0.017960481345653534,0.11943339556455612,0.01798621006309986,0.11920963227748871
