update_id,episode_start,episode_end,episode_count,transition_count,environment_step_count,forced_action_count,forced_action_ratio,learning_rate,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,policy_head_weight_production_flow_processing_time_norm,policy_head_weight_production_flow_reconfiguration_time_norm,policy_head_weight_production_flow_predicted_finish_time_norm,policy_head_weight_production_flow_horizon_slack_norm,policy_head_weight_sum_production_flow,policy_head_weight_entropy_production_flow,policy_head_effective_feature_count_production_flow,policy_head_weight_production_cost_fixed_reconfiguration_cost_norm,policy_head_weight_production_cost_estimated_labor_cost_norm,policy_head_weight_production_cost_estimated_downtime_cost_norm,policy_head_weight_sum_production_cost,policy_head_weight_entropy_production_cost,policy_head_effective_feature_count_production_cost,policy_head_weight_production_variance_estimated_worker_load_variance_delta_norm,policy_head_weight_sum_production_variance,policy_head_weight_entropy_production_variance,policy_head_effective_feature_count_production_variance,policy_head_weight_worker_flow_stage_duration_norm,policy_head_weight_sum_worker_flow,policy_head_weight_entropy_worker_flow,policy_head_effective_feature_count_worker_flow,policy_head_weight_worker_cost_fixed_cost_norm,policy_head_weight_worker_cost_incremental_labor_cost_norm,policy_head_weight_worker_cost_incremental_downtime_cost_norm,policy_head_weight_sum_worker_cost,policy_head_weight_entropy_worker_cost,policy_head_effective_feature_count_worker_cost,policy_head_weight_worker_variance_incremental_load_variance_norm,policy_head_weight_sum_worker_variance,policy_head_weight_entropy_worker_variance,policy_head_effective_feature_count_worker_variance,policy_head_weight_production_wait_flow_estimated_flow_objective_delta_if_wait,policy_head_weight_sum_production_wait_flow,policy_head_weight_entropy_production_wait_flow,policy_head_effective_feature_count_production_wait_flow,policy_head_weight_production_wait_cost_estimated_cost_objective_delta_if_wait,policy_head_weight_sum_production_wait_cost,policy_head_weight_entropy_production_wait_cost,policy_head_effective_feature_count_production_wait_cost,policy_head_weight_production_wait_variance_estimated_load_variance_delta_if_wait,policy_head_weight_sum_production_wait_variance,policy_head_weight_entropy_production_wait_variance,policy_head_effective_feature_count_production_wait_variance,policy_head_weight_worker_wait_flow_estimated_flow_objective_delta_if_wait,policy_head_weight_sum_worker_wait_flow,policy_head_weight_entropy_worker_wait_flow,policy_head_effective_feature_count_worker_wait_flow,policy_head_weight_worker_wait_cost_estimated_cost_objective_delta_if_wait,policy_head_weight_sum_worker_wait_cost,policy_head_weight_entropy_worker_wait_cost,policy_head_effective_feature_count_worker_wait_cost,policy_head_weight_worker_wait_variance_estimated_load_variance_delta_if_wait,policy_head_weight_sum_worker_wait_variance,policy_head_weight_entropy_worker_wait_variance,policy_head_effective_feature_count_worker_wait_variance,policy_head_gate_production_residual,policy_head_gate_worker_residual
1,0,19,20,5410,5410,0,0.0,0.0001,-0.00028807324192979756,0.00798243542051162,0.68671115759541,-0.003163967284319155,0.00011458434251193574,0.0,1.0000117263373207,0.16725112397004577,0.011764705882352941,0.6327095627784729,-0.04239748418331146,0.11129789054393768,0.03203756362199783,0.11248184740543365,-0.0744350478053093,0.049699313938617706,-0.02138841152191162,0.24957245588302612,0.2499464601278305,0.24984927475452423,0.25063177943229675,0.9999999701976776,1.3862931350132217,3.999995095576331,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5016735792160034,0.49974262714385986
2,20,39,20,6004,6004,0,0.0,0.0001,3.5079225818527506e-05,0.004479943848328982,0.6569839866554483,-0.004294788453757683,0.0005285173162732502,0.0024102393617021277,0.9995711607501861,0.17529208828358256,0.005319148936170213,0.8915359973907471,-0.020187901332974434,0.10310149937868118,0.03370141610503197,0.0795433297753334,-0.05388931557536125,0.06651204079389572,0.40477997064590454,0.24936126172542572,0.2501145005226135,0.24993209540843964,0.2505921423435211,1.0,1.3862928082991712,3.999993788721945,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5019134283065796,0.499898225069046
3,40,59,20,5990,5990,0,0.0,0.0001,-0.0010711603322403227,0.0024050465423336373,0.6331561307640786,-0.006200198361531217,0.0005064233097227964,0.002108412656061193,0.9997461488906373,0.17115789420030852,0.010638297872340425,0.748485803604126,0.024965303018689156,0.11631211638450623,0.03195018693804741,0.06334540247917175,-0.006984885316342115,0.07852842658758163,0.703393816947937,0.24924716353416443,0.2505679130554199,0.24967333674430847,0.25051149725914,0.9999999105930328,1.3862918109417017,3.999989799300251,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5023061037063599,0.5003412961959839
4,60,79,20,5545,5545,0,0.0,0.0001,-0.0011927977782385103,0.002143687117495574,0.6129918473547903,-0.006250872520258886,0.002124718686126858,0.0252663302181781,1.000102910844759,0.19464562227414256,0.028735632183908046,0.9504188895225525,0.07922051101922989,0.11950194835662842,0.03288337215781212,0.058257944881916046,0.04633713141083717,0.0829434022307396,0.7623376846313477,0.2491837441921234,0.25076672434806824,0.2497316300868988,0.25031787157058716,0.9999999701976776,1.3862914949798875,3.999988535456417,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.503577709197998,0.5004576444625854
5,80,99,20,5070,5070,0,0.0,0.0001,-0.00578136423137039,0.0006084158036173904,0.6123020496219397,-0.011600176413776354,0.00381582350419194,0.0583984375,1.0020555850118398,0.22969209076836705,0.00625,2.0764739513397217,0.13657237589359283,0.1009792685508728,0.04021105170249939,0.03534560650587082,0.09636132419109344,0.0945458933711052,0.877480149269104,0.24899661540985107,0.2507372498512268,0.24973821640014648,0.25052788853645325,0.9999999701976776,1.386290553289311,3.999984768706681,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5043091773986816,0.5004091262817383
6,100,119,20,5543,5543,0,0.0,0.0001,-0.0028220233775075824,0.0024043091197482086,0.5894625642518888,-0.007514494958322966,0.0028762160867302753,0.04155614503241818,1.0002043404798397,0.22309602066960144,0.05172413793103448,1.4559754133224487,0.11857551336288452,0.13320355117321014,0.02793450653553009,0.06183188408613205,0.09064100682735443,0.09925983846187592,0.7845267057418823,0.2488798052072525,0.25068026781082153,0.24971988797187805,0.2507200539112091,1.0000000149011612,1.3862897358109865,3.9999814988071702,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5051594376564026,0.5004456639289856
7,120,139,20,5315,5315,0,0.0,0.0001,-0.0012756074734386943,0.00048013602177629115,0.5419469187479644,-0.006455008700002162,0.002558235727649714,0.03469122023809524,0.9987377350529035,0.23707340626666942,0.02976190476190476,1.2284605503082275,0.16878995299339294,0.10986746102571487,0.03489441052079201,0.029318595305085182,0.13389554619789124,0.10504365712404251,0.9287888407707214,0.24855662882328033,0.2503625750541687,0.24988481402397156,0.2511960566043854,1.000000074505806,1.3862870693334632,3.9999708329606305,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5065417885780334,0.5007261037826538
8,140,159,20,4821,4821,0,0.0,0.0001,-0.0014373621241630691,0.0005047590707123929,0.5210328496208316,-0.0063953113981130485,0.0021895457811249223,0.024671052631578948,1.0003520693433912,0.23019493356543153,0.019736842105263157,0.5805632472038269,0.20042839646339417,0.12202377617359161,0.0324612595140934,0.027552638202905655,0.16796714067459106,0.11612697690725327,0.9490156173706055,0.2485569417476654,0.25048279762268066,0.24988384544849396,0.2510764002799988,0.9999999850988388,1.3862873756610121,3.9999720582620792,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5071265697479248,0.5009558200836182
9,160,179,20,5386,5386,0,0.0,0.0001,-0.004361491814693984,0.0004121448747943813,0.5008904604350819,-0.00916432426584994,0.004060046246740967,0.04663602942053009,0.9991313797586104,0.24105660025687778,0.029411764705882353,0.8188166618347168,0.18347997963428497,0.11118972301483154,0.027397487312555313,0.027506183832883835,0.15608249604701996,0.10739808529615402,0.9388028383255005,0.24858389794826508,0.2506990134716034,0.24997690320014954,0.2507401406764984,0.9999999552965164,1.3862882536329797,3.999975570126959,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5078393220901489,0.5011365413665771
10,180,199,20,4212,4212,0,0.0,0.0001,-0.0011166503342489402,0.00028405316378198086,0.5510290802428217,-0.00648491454635267,0.001812475602932726,0.018584280303030304,0.9993050811868726,0.24109034567619814,0.03787878787878788,0.6590644717216492,0.2800788879394531,0.13483445346355438,0.025748103857040405,0.024414675310254097,0.25433075428009033,0.12787842750549316,0.9672130942344666,0.2487761676311493,0.2510563135147095,0.24998712539672852,0.2501804530620575,1.0000000596046448,1.3862890898109046,3.9999789148196294,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5081813931465149,0.5017321705818176
