episode,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
0,1,train_fatigue_bottleneck_1000000,1000000,fatigue_bottleneck,balanced_cost,0.0,1.0,0.0,anchor_1,315,315,0,0.0,315,0,0.0,0,0.0,1.9375000000000004,2.0000000000000004,-0.0625,1.9375000000000004,2.0,4.440892098500626e-16,feasibility,-1725.3999999999994,-958.4677033282001,-2.62472222222222,1.0000000000000002,1.0,-0.4893967368976214,0.0,0.0,-0.0625,81,148.70000000000002,True,False,completed,1.0,1.0,1725.3999999999994,1725.3999999999994,958.4677033282001,2.62472222222222,0.45169410782289765,0.4893967368976214,0.6718374885,0.5868355725666669,0.75,2,0.015625,18,18,26,0.11016949152542373,0,91,1,0,1143,114.30000000000001,0,0,0,0.0,0,0.0,0,0,50,0.0,0,{},4.5,19,0.8947368421052632,62,19,145,38,51,173,117,56,5,168,0,117,5,51,5,5,0,168,20,54,2,49,2,168,0,0,117,5,51,89,38,1.9438202247191012,0,10,2142,19.746981100004632,14.813888699922245,0.21266979997744784,0.2688205996528268,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
1,1,train_easy_1000001,1000001,easy,balanced_cost,0.0,0.0,1.0,anchor_2,174,174,0,0.0,174,0,0.0,0,0.0,1.9375000000000004,2.0000000000000004,-0.0625,1.9375000000000004,2.0,4.440892098500626e-16,feasibility,-517.3,-396.87804738210997,-20.373333333333346,0.9999999999999997,1.0,-0.28950359984842755,0.0,0.0,-0.0625,50,177.10000000000002,True,False,completed,1.0,1.0,517.3,517.3,396.87804738210997,20.373333333333346,0.2937504242812502,0.28950359984842755,0.22586833820000002,0.14102805636666668,0.75,0,0.0,0,0,0,0.0,2,58,0,0,1403,140.3,0,0,0,0.0,0,0.0,0,0,22,0.0,0,{},0.0,10,0.9,40,10,84,20,20,96,76,20,0,96,0,76,0,20,0,0,0,96,10,10,0,20,0,96,0,0,76,0,20,64,3,1.5,0,10,2142,19.746981100004632,14.813888699922245,0.12630669999634847,0.12160490039968863,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
2,1,train_easy_1000002,1000002,easy,balanced_cost,0.31459466144927684,0.37152728552889774,0.3138780530218254,dirichlet,135,135,0,0.0,135,0,0.0,0,0.0,1.9374999999999998,1.9999999999999998,-0.0625,1.9374999999999998,2.0,-2.220446049250313e-16,feasibility,-438.50000000000006,-233.61556169319002,-2.0180555555555553,0.9999999999999998,1.0,-0.16672756604233122,0.0,0.0,-0.0625,43,163.5,True,False,completed,1.0,1.0,438.50000000000006,438.50000000000006,233.61556169319002,2.0180555555555553,0.1983828771962387,0.16672756604233122,0.14700000000000002,0.1076771545666667,0.75,0,0.0,0,0,0,0.0,2,34,0,0,1394,139.4,0,0,0,0.0,0,0.0,0,0,17,0.0,0,{},0.0,6,1.0,37,6,68,12,12,74,62,12,0,74,0,62,0,12,0,0,0,74,6,6,0,12,0,74,0,0,62,0,12,51,4,1.4509803921568627,0,10,2142,19.746981100004632,14.813888699922245,2.5093913999735378,0.0923262003925629,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
3,1,train_balanced_1000003,1000003,balanced,balanced_cost,0.3333333333333333,0.3333333333333333,0.3333333333333333,anchor_3,223,223,0,0.0,223,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-705.5000000000003,-676.9117514196099,-18.711388888888898,0.9999999999999997,1.0,-0.3487427742704746,0.0,0.0,-0.0625,57,221.20000000000002,True,False,completed,1.0,1.0,705.5000000000003,705.5000000000003,676.9117514196099,18.711388888888898,0.3606854434220915,0.3487427742704746,0.1995,0.16211946963333335,0.75,0,0.0,0,0,0,0.0,2,88,0,1,1687,168.70000000000002,0,0,0,0.0,0,0.0,0,0,26,0.0,0,{},0.0,16,1.0,41,16,102,32,32,126,94,32,0,126,0,94,0,32,0,0,0,126,16,16,0,32,0,126,0,0,94,0,32,87,3,1.4482758620689655,0,10,2142,19.746981100004632,14.813888699922245,0.12882909999461845,0.14511370053514838,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
4,1,train_balanced_1000004,1000004,balanced,balanced_cost,0.05640796849096131,0.2426377421707675,0.7009542893382712,dirichlet,243,243,0,0.0,243,0,0.0,0,0.0,1.9374999999999996,1.9999999999999996,-0.0625,1.9374999999999996,2.0,-4.440892098500626e-16,feasibility,-874.1999999999997,-735.1034740081398,-2.5766666666666658,0.9999999999999999,1.0,-0.16092337664276793,0.0,0.0,-0.0625,64,202.0,True,False,completed,1.0,1.0,874.1999999999997,874.1999999999997,735.1034740081398,2.576666666666665,0.3476330568647319,0.16092337664276793,0.3067,0.25635,0.75,0,0.0,0,0,0,0.0,1,101,0,0,1545,154.5,0,0,0,0.0,0,0.0,0,0,28,0.0,0,{},0.0,18,1.0,46,18,111,36,32,116,83,33,1,115,0,83,1,32,1,1,0,115,17,14,1,29,0,115,0,0,83,1,32,82,4,1.4146341463414633,0,10,2142,19.746981100004632,14.813888699922245,0.136207600007765,0.14182760019320995,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
5,1,train_easy_1000005,1000005,easy,downtime_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,anchor_3,162,162,0,0.0,162,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-481.30000000000007,-521.4594588213,-63.4888888888889,0.9999999999999998,1.0,-0.39614372112268825,0.0,0.0,-0.0625,45,185.4,True,False,completed,1.0,1.0,481.30000000000007,481.30000000000007,521.4594588213,63.4888888888889,0.3578398413214512,0.39614372112268825,0.255,0.14022410423333334,0.75,0,0.0,0,0,0,0.0,2,57,0,0,1541,154.10000000000002,0,0,0,0.0,0,0.0,0,0,12,0.0,0,{},0.0,10,1.0,35,10,77,20,20,91,71,20,0,91,0,71,0,20,0,0,0,91,10,10,0,20,0,91,0,0,71,0,20,61,6,1.4918032786885247,0,10,2142,19.746981100004632,14.813888699922245,0.09360030002426356,0.12578510004095733,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
6,1,train_balanced_1000006,1000006,balanced,fixed_cost_dominant,0.0,1.0,0.0,anchor_1,210,210,0,0.0,210,0,0.0,0,0.0,1.9375000000000004,2.0000000000000004,-0.0625,1.9375000000000004,2.0,4.440892098500626e-16,feasibility,-782.0,-378.81519286294997,-8.868055555555557,1.0000000000000002,1.0,-0.27473964228402803,0.0,0.0,-0.0625,66,201.0,True,False,completed,1.0,1.0,782.0,782.0,378.81519286294997,8.868055555555557,0.3098259552242304,0.27473964228402803,0.2399852261000001,0.16500262583333336,0.75,0,0.0,0,0,0,0.0,2,56,0,1,1708,170.8,0,0,0,0.0,0,0.0,0,0,28,0.0,0,{},0.0,10,1.0,56,10,104,20,20,105,85,20,0,105,0,85,0,20,0,0,0,105,9,10,0,19,0,105,0,0,85,0,20,73,4,1.4383561643835616,0,10,2142,19.746981100004632,14.813888699922245,0.14559679996455088,0.1747435003053397,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
7,1,train_balanced_1000007,1000007,balanced,balanced_cost,0.4559565337079769,0.17170954714561432,0.3723339191464088,dirichlet,201,201,0,0.0,201,0,0.0,0,0.0,1.9375,2.0,-0.0625,1.9375,2.0,0.0,feasibility,-675.4000000000001,-583.10978926372,-36.8013888888889,0.9999999999999998,1.0,-0.3853119776734588,0.0,0.0,-0.0625,53,188.4,True,False,completed,1.0,1.0,675.4000000000001,675.4000000000001,583.10978926372,36.8013888888889,0.37536228327279203,0.3853119776734588,0.34260000000000007,0.21469952111666668,0.75,0,0.0,1,1,1,0.009174311926605505,0,73,0,0,1544,154.4,0,0,0,0.0,0,0.0,0,0,30,0.0,0,{},0.30000000000000004,14,0.9285714285714286,39,14,93,28,27,105,75,30,3,102,0,75,3,27,3,3,0,102,14,17,1,26,0,102,0,0,75,3,27,65,8,1.6153846153846154,0,10,2142,19.746981100004632,14.813888699922245,0.18073640001239255,0.1619212999357842,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
8,1,train_fatigue_bottleneck_1000008,1000008,fatigue_bottleneck,labor_dominant,0.8153743818801399,0.08519688742824467,0.09942873069161548,dirichlet,297,297,0,0.0,297,0,0.0,0,0.0,1.9375,2.0,-0.06250000000000003,1.9375,2.0,0.0,feasibility,-1439.3000000000004,-1049.28653508306,-1.491388888888889,1.0,1.0,-0.49115416506677306,0.0,0.0,-0.06250000000000003,71,149.0,True,False,completed,1.0,1.0,1439.3000000000004,1439.3000000000004,1049.28653508306,1.491388888888889,0.43206735252296347,0.49115416506677306,0.7498627573,0.7281606349666667,0.75,48,0.3582089552238806,12,12,82,0.3923444976076555,0,85,2,2,917,91.7,0,0,0,0.0,0,0.0,0,0,45,0.0,0,{},16.0,22,1.0,49,22,128,44,54,183,115,68,14,169,0,115,14,54,14,14,0,169,28,49,0,51,35,169,0,0,115,14,54,93,8,1.967741935483871,0,10,2142,19.746981100004632,14.813888699922245,0.36312150000594556,0.21549789985874668,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
9,1,train_balanced_1000009,1000009,balanced,fixed_cost_dominant,0.0,0.0,1.0,anchor_2,182,182,0,0.0,182,0,0.0,0,0.0,1.9375,2.0,-0.0625,1.9375,2.0,0.0,feasibility,-625.1000000000003,-446.4921160945301,-6.949166666666667,1.0,1.0,-0.12202402727578687,0.0,0.0,-0.0625,50,198.3,True,False,completed,1.0,1.0,625.1000000000003,625.1000000000003,446.4921160945301,6.949166666666667,0.28825739985565635,0.12202402727578687,0.2883,0.15237431391666664,0.75,0,0.0,0,0,0,0.0,2,69,0,0,1585,158.5,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,12,1.0,38,12,84,24,24,99,75,24,0,99,0,75,0,24,0,0,0,99,11,12,0,23,0,99,0,0,75,0,24,67,4,1.4776119402985075,0,10,2142,19.746981100004632,14.813888699922245,0.08077699999557808,0.169203799625393,23.377118699951097,parallel_episode_batch,feasibility_best,0.001660734853323768,0.009659317972631577,0.48556797337882657,0.0016347141525543789,0.0018638504518415121,0.023529411841403034,1.0001052346299677,0.40120176455992107,0.29411764705882354,1.7062026262283325,0.4713384807109833,0.1260267198085785,0.14612038433551788,0.15919052064418793,0.3252180814743042,0.08352610468864441,-0.5955452919006348,0.0001,-0.2997410297393799,-0.30038607120513916,-0.20007990300655365,-0.20026658475399017,-0.20024235546588898,0.3000243902206421,-0.2998186945915222,-0.29977577924728394,-0.19989439845085144,-0.19993868470191956,-0.20023272931575775,0.018013527616858482,0.11944803595542908,0.01798621006309986,0.11918868124485016
